ID,Type,Severity,Category,Component,File,Line,Message,Fixable
TS-1754430292163-b0r9upmli,TypeScript Error,CRITICAL,COMPILATION,services/orchestration,src/services/orchestration/externalApiIntegration.ts,106,"Property 'recordMetric' does not exist on type 'MonitoringService'.",Yes
TS-1754430292163-5cvm7156e,TypeScript Error,CRITICAL,COMPILATION,services/orchestration,src/services/orchestration/externalApiIntegration.ts,128,"Property 'recordMetric' does not exist on type 'MonitoringService'.",Yes
TS-1754430292163-2r9slsts9,TypeScript Error,CRITICAL,COMPILATION,services/orchestration,src/services/orchestration/externalApiIntegration.ts,139,"Property 'recordMetric' does not exist on type 'MonitoringService'.",Yes
TS-1754430292163-e85rwhk9s,TypeScript Error,CRITICAL,COMPILATION,services/orchestration,src/services/orchestration/externalApiIntegration.ts,165,"Property 'recordMetric' does not exist on type 'MonitoringService'.",Yes
TS-1754430292163-pu7k9jupv,TypeScript Error,HIGH,COMPILATION,services/orchestration,src/services/orchestration/externalApiIntegration.ts,181,"Object literal may only specify known properties, and 'details' does not exist in type 'Omit<AuditLog, ""id"" | ""timestamp"">'.",Yes
TS-1754430292163-gsci4d6p4,TypeScript Error,HIGH,COMPILATION,services/orchestration,src/services/orchestration/externalApiIntegration.ts,242,"Object literal may only specify known properties, and 'details' does not exist in type 'Omit<AuditLog, ""id"" | ""timestamp"">'.",Yes
TS-1754430292163-0ckdpxktt,TypeScript Error,CRITICAL,COMPILATION,services/orchestration,src/services/orchestration/externalApiIntegration.ts,308,"Property 'recordMetric' does not exist on type 'MonitoringService'.",Yes
TS-1754430292163-7329f5e1m,TypeScript Error,LOW,COMPILATION,services/orchestration,src/services/orchestration/farmOrchestrator.ts,9,"Module '""../../types/orchestration""' has no exported member 'ResourceUsage'.",Yes
TS-1754430292163-q243esks6,TypeScript Error,HIGH,COMPILATION,services/orchestration,src/services/orchestration/farmOrchestrator.ts,364,"Type 'string | undefined' is not assignable to type 'string'.",Yes
TS-1754430292163-arxhek0yw,TypeScript Error,HIGH,COMPILATION,services/orchestration,src/services/orchestration/farmOrchestrator.ts,365,"Type '""creating""' is not assignable to type '""failed"" | ""running"" | ""completed"" | ""paused"" | ""active"" | ""launching""'.",Yes
TS-1754430292163-4wsesacc7,TypeScript Error,HIGH,COMPILATION,services/orchestration,src/services/orchestration/farmOrchestrator.ts,366,"Type 'FarmTemplate | undefined' is not assignable to type 'string | undefined'.",Yes
TS-1754430292163-czcul63v7,TypeScript Error,HIGH,COMPILATION,services/orchestration,src/services/orchestration/farmOrchestrator.ts,370,"Object literal may only specify known properties, and 'allocated' does not exist in type '{ total: number; used: number; percentage: number; }'.",Yes
TS-1754430292163-gpd68nd7r,TypeScript Error,HIGH,COMPILATION,services/orchestration,src/services/orchestration/farmOrchestrator.ts,371,"Type 'string' is not assignable to type 'number'.",Yes
TS-1754430292163-vo3jo8ufh,TypeScript Error,HIGH,COMPILATION,services/orchestration,src/services/orchestration/farmOrchestrator.ts,398,"'configuration.agents' is possibly 'undefined'.",Yes
TS-1754430292163-qtn3c5rpk,TypeScript Error,HIGH,COMPILATION,services/orchestration,src/services/orchestration/farmOrchestrator.ts,437,"Type '""stopped"" | ""running""' is not assignable to type '""failed"" | ""running"" | ""completed"" | ""paused"" | ""active"" | ""launching""'.",Yes
TS-1754430292163-kb0oba276,TypeScript Error,CRITICAL,COMPILATION,services/orchestration,src/services/orchestration/farmOrchestrator.ts,514,"Property 'cores' does not exist on type '{ usage?: number | undefined; allocated?: number | undefined; limit?: number | undefined; }'.",Yes
TS-1754430292163-amnc08ty3,TypeScript Error,LOW,COMPILATION,services/orchestration,src/services/orchestration/farmOrchestrator.ts,594,"This comparison appears to be unintentional because the types '""failed"" | ""running"" | ""completed"" | ""paused"" | ""active"" | ""launching""' and '""stopped""' have no overlap.",Yes
TS-1754430292163-vhnchmc36,TypeScript Error,HIGH,COMPILATION,services/orchestration,src/services/orchestration/farmOrchestrator.ts,598,"Type '""stopping""' is not assignable to type '""failed"" | ""running"" | ""completed"" | ""paused"" | ""active"" | ""launching""'.",Yes
TS-1754430292163-8d3so5rpb,TypeScript Error,HIGH,COMPILATION,services/orchestration,src/services/orchestration/farmOrchestrator.ts,606,"Type '""stopped""' is not assignable to type '""failed"" | ""running"" | ""completed"" | ""paused"" | ""active"" | ""launching""'.",Yes
TS-1754430292163-ydo6jwusn,TypeScript Error,LOW,COMPILATION,services/orchestration,src/services/orchestration/farmOrchestrator.ts,626,"This comparison appears to be unintentional because the types '""failed"" | ""running"" | ""completed"" | ""paused"" | ""active"" | ""launching""' and '""stopped""' have no overlap.",Yes
TS-1754430292163-rj6s9asdp,TypeScript Error,CRITICAL,COMPILATION,services/orchestration,src/services/orchestration/farmOrchestrator.ts,683,"Property 'cores' does not exist on type '{ usage?: number | undefined; allocated?: number | undefined; limit?: number | undefined; }'.",Yes
TS-1754430292163-4cisfamco,TypeScript Error,CRITICAL,COMPILATION,services/orchestration,src/services/orchestration/farmOrchestrator.ts,686,"Property 'used' does not exist on type '{ usage?: number | undefined; allocated?: number | undefined; limit?: number | undefined; }'.",Yes
TS-1754430292163-9soxnrdqm,TypeScript Error,HIGH,COMPILATION,services/orchestration,src/services/orchestration/farmOrchestrator.ts,691,"'farm.resources' is possibly 'undefined'.",Yes
TS-1754430292163-jqrfb47od,TypeScript Error,CRITICAL,COMPILATION,services/orchestration,src/services/orchestration/farmOrchestrator.ts,692,"Property 'allocated' does not exist on type '{ total: number; used: number; percentage: number; }'.",Yes
TS-1754430292163-fey2ibztf,TypeScript Error,HIGH,COMPILATION,services/orchestration,src/services/orchestration/farmOrchestrator.ts,693,"'farm.resources' is possibly 'undefined'.",Yes
TS-1754430292163-a5zj3til6,TypeScript Error,HIGH,COMPILATION,services/orchestration,src/services/orchestration/farmOrchestrator.ts,694,"'farm.resources' is possibly 'undefined'.",Yes
TS-1754430292163-23vncjijc,TypeScript Error,HIGH,COMPILATION,services/orchestration,src/services/orchestration/farmOrchestrator.ts,694,"Type 'string' is not assignable to type 'number'.",Yes
TS-1754430292163-xhmwfzs8x,TypeScript Error,CRITICAL,COMPILATION,services/orchestration,src/services/orchestration/farmOrchestrator.ts,695,"Property 'allocated' does not exist on type '{ total: number; used: number; percentage: number; }'.",Yes
TS-1754430292163-fjwdj5c1t,TypeScript Error,HIGH,COMPILATION,services/orchestration,src/services/orchestration/farmOrchestrator.ts,697,"'farm.resources' is possibly 'undefined'.",Yes
TS-1754430292163-yxlacncj7,TypeScript Error,MEDIUM,COMPILATION,services/orchestration,src/services/orchestration/faultTolerance.ts,234,"Object literal may only specify known properties, but 'resourceType' does not exist in type 'Omit<AuditLog, ""id"" | ""timestamp"">'. Did you mean to write 'resource'?",Yes
TS-1754430292163-wf5jy7rrl,TypeScript Error,CRITICAL,COMPILATION,services/orchestration,src/services/orchestration/faultTolerance.ts,257,"Argument of type '{ type: string; data: { taskId: string; attempt: number; queueLength: number; }; }' is not assignable to parameter of type 'string | WebSocketMessage'.",Yes
TS-1754430292163-21q6s5yfi,TypeScript Error,CRITICAL,COMPILATION,services/orchestration,src/services/orchestration/faultTolerance.ts,359,"Property 'recordMetric' does not exist on type 'MonitoringService'.",Yes
TS-1754430292163-b2eui19bl,TypeScript Error,HIGH,COMPILATION,services/orchestration,src/services/orchestration/faultTolerance.ts,375,"Object literal may only specify known properties, and 'details' does not exist in type 'Omit<AuditLog, ""id"" | ""timestamp"">'.",Yes
TS-1754430292163-g5qndw6wt,TypeScript Error,MEDIUM,COMPILATION,services/orchestration,src/services/orchestration/faultTolerance.ts,387,"Object literal may only specify known properties, but 'resourceType' does not exist in type 'Omit<AuditLog, ""id"" | ""timestamp"">'. Did you mean to write 'resource'?",Yes
TS-1754430292163-w2o5s8stl,TypeScript Error,CRITICAL,COMPILATION,services/orchestration,src/services/orchestration/faultTolerance.ts,396,"Argument of type '{ type: string; data: { circuitId: string; state: CircuitBreakerState; }; }' is not assignable to parameter of type 'string | WebSocketMessage'.",Yes
TS-1754430292163-y5atdqluw,TypeScript Error,MEDIUM,COMPILATION,services/orchestration,src/services/orchestration/faultTolerance.ts,409,"Object literal may only specify known properties, but 'resourceType' does not exist in type 'Omit<AuditLog, ""id"" | ""timestamp"">'. Did you mean to write 'resource'?",Yes
TS-1754430292163-uijlxnvyj,TypeScript Error,MEDIUM,COMPILATION,services/orchestration,src/services/orchestration/faultTolerance.ts,422,"Object literal may only specify known properties, but 'resourceType' does not exist in type 'Omit<AuditLog, ""id"" | ""timestamp"">'. Did you mean to write 'resource'?",Yes
TS-1754430292163-z433ikguw,TypeScript Error,HIGH,COMPILATION,services/orchestration,src/services/orchestration/templateService.ts,51,"Object literal may only specify known properties, and 'details' does not exist in type 'Omit<AuditLog, ""id"" | ""timestamp"">'.",Yes
TS-1754430292163-wr1p7cueb,TypeScript Error,HIGH,COMPILATION,services/orchestration,src/services/orchestration/templateService.ts,87,"Object literal may only specify known properties, and 'details' does not exist in type 'Omit<AuditLog, ""id"" | ""timestamp"">'.",Yes
TS-1754430292163-m0b2g619t,TypeScript Error,HIGH,COMPILATION,services/orchestration,src/services/orchestration/templateService.ts,108,"Object literal may only specify known properties, and 'details' does not exist in type 'Omit<AuditLog, ""id"" | ""timestamp"">'.",Yes
TS-1754430292163-zs9hed9px,TypeScript Error,HIGH,COMPILATION,services/orchestration,src/services/orchestration/templateService.ts,309,"Object literal may only specify known properties, and 'details' does not exist in type 'Omit<AuditLog, ""id"" | ""timestamp"">'.",Yes
TS-1754430292163-7h97uit02,TypeScript Error,HIGH,COMPILATION,services/orchestration,src/services/orchestration/templateService.ts,330,"Object literal may only specify known properties, and 'details' does not exist in type 'Omit<AuditLog, ""id"" | ""timestamp"">'.",Yes
TS-1754430292163-6uxfjeren,TypeScript Error,CRITICAL,COMPILATION,services/orchestration,src/services/orchestration/workflowEngine.ts,69,"Argument of type '{ action: string; resourceId: string; resource: string; userId: string; }' is not assignable to parameter of type 'Omit<AuditLog, ""id"" | ""timestamp"">'.",Yes
TS-1754430292163-a4mhn5l5e,TypeScript Error,CRITICAL,COMPILATION,services/orchestration,src/services/orchestration/workflowEngine.ts,125,"Argument of type '{ action: string; resourceId: string; resource: string; userId: string; }' is not assignable to parameter of type 'Omit<AuditLog, ""id"" | ""timestamp"">'.",Yes
TS-1754430292163-n62x66vz9,TypeScript Error,LOW,COMPILATION,services/orchestration,src/services/orchestration/workflowEngine.ts,144,"Type '{ id: string; workflowId: string; status: ""running""; progress: number; currentNodes: never[]; completedNodes: never[]; failedNodes: never[]; variables: { [x: string]: any; }; startedAt: Date; }' is missing the following properties from type 'ExtendedWorkflowExecution': startTime, context, nodeExecutions, errors, metrics",Yes
TS-1754430292163-18rutpmss,TypeScript Error,CRITICAL,COMPILATION,services,src/services/prometheusServer.ts,120,"Property 'farmId' does not exist on type 'FarmMetrics'.",Yes
TS-1754430292163-kkxow8rez,TypeScript Error,CRITICAL,COMPILATION,services,src/services/prometheusServer.ts,121,"Argument of type 'number | undefined' is not assignable to parameter of type 'number'.",Yes
TS-1754430292163-qnp61srb3,TypeScript Error,CRITICAL,COMPILATION,services,src/services/prometheusServer.ts,149,"Argument of type 'import(""/Users/rohnspringfield/maifarm/node_modules/prom-client/index"").MetricType' is not assignable to parameter of type 'string'.",Yes
TS-1754430292163-0yqr7tkat,TypeScript Error,CRITICAL,COMPILATION,services/rbac,src/services/rbac/rbacService.ts,383,"Argument of type 'import(""/Users/rohnspringfield/maifarm/src/types/rbac"").PolicyStatement' is not assignable to parameter of type 'PolicyStatement'.",Yes
TS-1754430292163-ur0a7yv42,TypeScript Error,CRITICAL,COMPILATION,services/rbac,src/services/rbac/rbacService.ts,388,"Argument of type 'import(""/Users/rohnspringfield/maifarm/src/types/rbac"").PolicyCondition[]' is not assignable to parameter of type 'PolicyCondition[]'.",Yes
TS-1754430292163-elf9knteu,TypeScript Error,CRITICAL,COMPILATION,services,src/services/reportingService.ts,7,"Cannot find module '../../types/reporting' or its corresponding type declarations.",Yes
TS-1754430292163-j6bt43b74,TypeScript Error,CRITICAL,COMPILATION,services,src/services/reportingService.ts,8,"Cannot find module '../src/types' or its corresponding type declarations.",Yes
TS-1754430292163-eger06g9o,TypeScript Error,CRITICAL,COMPILATION,services,src/services/rollbackManager.ts,115,"Argument of type 'GoWildSession | null' is not assignable to parameter of type 'GoWildSession'.",Yes
TS-1754430292163-x7unm1gwn,TypeScript Error,HIGH,COMPILATION,services,src/services/rollbackManager.ts,305,"Object literal may only specify known properties, and 'farmId' does not exist in type 'Omit<AuditLog, ""id"" | ""timestamp"">'.",Yes
TS-1754430292163-5glnb8obt,TypeScript Error,HIGH,COMPILATION,services,src/services/securityService.ts,107,"Type 'null' is not assignable to type '(token?: string | undefined) => Promise<AuthResponse>'.",Yes
TS-1754430292163-jx92he8ch,TypeScript Error,LOW,COMPILATION,services,src/services/securityService.ts,117,"Duplicate function implementation.",Yes
TS-1754430292163-n029t67h1,TypeScript Error,CRITICAL,COMPILATION,services,src/services/securityService.ts,147,"Argument of type 'unknown' is not assignable to parameter of type 'string | undefined'.",Yes
TS-1754430292163-495kpih0l,TypeScript Error,LOW,COMPILATION,services,src/services/securityService.ts,483,"Duplicate function implementation.",Yes
TS-1754430292163-ga8tw4k73,TypeScript Error,HIGH,COMPILATION,services,src/services/taskGenerator.ts,159,"Object literal may only specify known properties, and 'complexity' does not exist in type 'Partial<GeneratedTask>'.",Yes
TS-1754430292163-ddqf04l93,TypeScript Error,HIGH,COMPILATION,services,src/services/taskGenerator.ts,182,"Object literal may only specify known properties, and 'complexity' does not exist in type 'Partial<GeneratedTask>'.",Yes
TS-1754430292163-0ri4fnqwx,TypeScript Error,HIGH,COMPILATION,services,src/services/taskGenerator.ts,201,"Object literal may only specify known properties, and 'complexity' does not exist in type 'Partial<GeneratedTask>'.",Yes
TS-1754430292163-q4qla5prd,TypeScript Error,HIGH,COMPILATION,services,src/services/taskGenerator.ts,219,"Object literal may only specify known properties, and 'complexity' does not exist in type 'Partial<GeneratedTask>'.",Yes
TS-1754430292163-k00spsc54,TypeScript Error,HIGH,COMPILATION,services,src/services/taskGenerator.ts,249,"Object literal may only specify known properties, and 'complexity' does not exist in type 'Partial<GeneratedTask>'.",Yes
TS-1754430292163-53ovbklen,TypeScript Error,HIGH,COMPILATION,services,src/services/taskGenerator.ts,267,"Object literal may only specify known properties, and 'complexity' does not exist in type 'Partial<GeneratedTask>'.",Yes
TS-1754430292163-hdqh0oscl,TypeScript Error,HIGH,COMPILATION,services,src/services/taskGenerator.ts,297,"Object literal may only specify known properties, and 'complexity' does not exist in type 'Partial<GeneratedTask>'.",Yes
TS-1754430292163-qprmmaujd,TypeScript Error,HIGH,COMPILATION,services,src/services/taskGenerator.ts,315,"Object literal may only specify known properties, and 'complexity' does not exist in type 'Partial<GeneratedTask>'.",Yes
TS-1754430292163-5c5iuqozm,TypeScript Error,CRITICAL,COMPILATION,services,src/services/taskGenerator.ts,337,"Property 'complexity' does not exist on type 'Partial<GeneratedTask>'.",Yes
TS-1754430292163-0xw8vbzuh,TypeScript Error,CRITICAL,COMPILATION,services,src/services/taskGenerator.ts,338,"Property 'complexity' does not exist on type 'Partial<GeneratedTask>'.",Yes
TS-1754430292163-scnaw4tzi,TypeScript Error,CRITICAL,COMPILATION,services,src/services/taskGenerator.ts,338,"Property 'complexity' does not exist on type 'Partial<GeneratedTask>'.",Yes
TS-1754430292163-ndxsd8ptp,TypeScript Error,CRITICAL,COMPILATION,services,src/services/taskGenerator.ts,342,"Property 'complexity' does not exist on type 'Partial<GeneratedTask>'.",Yes
TS-1754430292163-3jxaomlgi,TypeScript Error,CRITICAL,COMPILATION,services,src/services/taskGenerator.ts,552,"Property 'complexity' does not exist on type 'Partial<GeneratedTask>'.",Yes
TS-1754430292163-inpq4azax,TypeScript Error,CRITICAL,COMPILATION,services,src/services/taskGenerator.ts,552,"Property 'complexity' does not exist on type 'Partial<GeneratedTask>'.",Yes
TS-1754430292163-q608c2xq0,TypeScript Error,CRITICAL,COMPILATION,services,src/services/taskGenerator.ts,555,"Property 'complexity' does not exist on type 'Partial<GeneratedTask>'.",Yes
TS-1754430292163-lu6dpglya,TypeScript Error,CRITICAL,COMPILATION,services,src/services/taskGenerator.ts,555,"Property 'complexity' does not exist on type 'Partial<GeneratedTask>'.",Yes
TS-1754430292163-0ukgih6yk,TypeScript Error,LOW,COMPILATION,services,src/services/templateManager.ts,6,"Module '""../types/workflow""' has no exported member 'WorkflowTemplate'.",Yes
TS-1754430292163-0jyaotgkf,TypeScript Error,MEDIUM,COMPILATION,services,src/services/themeEngine.ts,87,"Element implicitly has an 'any' type because expression of type 'string' can't be used to index type '{ small: number; medium: number; large: number; }'.",Yes
TS-1754430292163-6gkezboh9,TypeScript Error,MEDIUM,COMPILATION,services,src/services/themeEngine.ts,97,"Element implicitly has an 'any' type because expression of type 'string' can't be used to index type '{ small: string; medium: string; large: string; }'.",Yes
TS-1754430292163-kjv588mqz,TypeScript Error,LOW,COMPILATION,services,src/services/websocket.ts,208,"This comparison appears to be unintentional because the types '""ping timeout"" | ""transport close"" | ""transport error"" | ""parse error""' and '""io client disconnect""' have no overlap.",Yes
TS-1754430292163-pdrkab2bp,TypeScript Error,CRITICAL,COMPILATION,services/websocket,src/services/websocket/secureWebSocket.ts,47,"Property 'getStoredTokens' does not exist on type 'AuthService'.",Yes
TS-1754430292163-e0shit16n,TypeScript Error,LOW,COMPILATION,services/websocket,src/services/websocket/singletonManager.ts,38,"Property 'connecting' does not exist on type 'Socket<DefaultEventsMap, DefaultEventsMap>'. Did you mean 'connect'?",Yes
TS-1754430292163-qz72wnmg8,TypeScript Error,LOW,COMPILATION,services/websocket,src/services/websocket/websocketService.ts,14,"Property 'socket' is private and only accessible within class 'WebSocketService'.",Yes
TS-1754430292163-s5dnwgdr6,TypeScript Error,LOW,COMPILATION,services/websocket,src/services/websocket/websocketService.ts,15,"Property 'socket' is private and only accessible within class 'WebSocketService'.",Yes
TS-1754430292163-a0er24v36,TypeScript Error,LOW,COMPILATION,services/websocket,src/services/websocket/websocketService.ts,20,"Property 'socket' is private and only accessible within class 'WebSocketService'.",Yes
TS-1754430292163-l55em4gi0,TypeScript Error,LOW,COMPILATION,services/websocket,src/services/websocket/websocketService.ts,21,"Property 'socket' is private and only accessible within class 'WebSocketService'.",Yes
TS-1754430292163-y6a0k53bs,TypeScript Error,HIGH,COMPILATION,services,src/services/yamlAuditService.ts,184,"Object literal may only specify known properties, and 'workflowId' does not exist in type '{ changes?: DiffChange[] | undefined; reason?: string | undefined; approvers?: string[] | undefined; deploymentId?: string | undefined; prompt?: string | undefined; message?: string | undefined; generatedBy?: string | undefined; decision?: ""approve"" | ... 1 more ... | undefined; environment?: string | undefined; com...'.",Yes
TS-1754430292163-9wn1c6al8,TypeScript Error,CRITICAL,COMPILATION,services,src/services/yamlGeneratorService.ts,121,"Property 'provider' does not exist on type '{ num_agents?: number | undefined; complexity?: ""moderate"" | ""simple"" | ""complex"" | undefined; farm_type?: ""analysis"" | ""testing"" | ""development"" | ""review"" | ""creative"" | undefined; include_estimates?: boolean | undefined; auto_dependencies?: boolean | undefined; enhance_prompt?: boolean | undefined; }'.",Yes
TS-1754430292163-frh3uk3om,TypeScript Error,HIGH,COMPILATION,services,src/services/yamlGeneratorService.ts,848,"Type 'string[]' is not assignable to type 'ValidationWarning[]'.",Yes
TS-1754430292163-9s0sunidp,TypeScript Error,HIGH,COMPILATION,services,src/services/yamlGeneratorService.ts,899,"Type 'string[]' is not assignable to type 'ValidationWarning[]'.",Yes
TS-1754430292163-k5yqpjwhg,TypeScript Error,HIGH,COMPILATION,services,src/services/yamlGeneratorService.ts,930,"Object literal may only specify known properties, and 'templateId' does not exist in type '{ num_agents?: number | undefined; complexity?: ""moderate"" | ""simple"" | ""complex"" | undefined; farm_type?: ""analysis"" | ""testing"" | ""development"" | ""review"" | ""creative"" | undefined; include_estimates?: boolean | undefined; auto_dependencies?: boolean | undefined; enhance_prompt?: boolean | undefined; }'.",Yes
TS-1754430292163-hw94gr9xf,TypeScript Error,CRITICAL,COMPILATION,store,src/store/authStore.ts,37,"Property 'requiresMFA' does not exist on type 'AuthResponse'.",Yes
TS-1754430292163-ko07t89z3,TypeScript Error,CRITICAL,COMPILATION,store,src/store/userStore.ts,103,"Argument of type '(state: UserState) => { preferences: Partial<UserPreferences>; user: User | { preferences: { theme: ""light"" | ""dark"" | ""system""; notifications: boolean | { ...; }; ... 5 more ...; goWild?: { ...; } | undefined; }; ... 6 more ...; notifications?: Notification[] | undefined; } | null; }' is not assignable to parameter of type 'UserState | Partial<UserState> | ((state: UserState) => UserState | Partial<UserState>)'.",Yes
TS-1754430292163-vb4wen5ur,TypeScript Error,HIGH,COMPILATION,utils,src/utils/mockFarmData.ts,17,"Object literal may only specify known properties, and 'tasksCompleted' does not exist in type '{ cpuUsage: number; memoryUsage: number; responseTime: number; throughput: number; }'.",Yes
TS-1754430292163-r2vzby8sn,TypeScript Error,HIGH,COMPILATION,utils,src/utils/mockFarmData.ts,26,"Type 'null' is not assignable to type 'string | undefined'.",Yes
TS-1754430292163-2m8qkf1em,TypeScript Error,HIGH,COMPILATION,utils,src/utils/mockFarmData.ts,29,"Object literal may only specify known properties, and 'tasksCompleted' does not exist in type '{ cpuUsage: number; memoryUsage: number; responseTime: number; throughput: number; }'.",Yes
TS-1754430292163-ttgepecjh,TypeScript Error,HIGH,COMPILATION,utils,src/utils/mockFarmData.ts,37,"Object literal may only specify known properties, and 'resourceLimits' does not exist in type 'FarmConfig'.",Yes
TS-1754430292163-mysgtmnt1,TypeScript Error,HIGH,COMPILATION,utils,src/utils/mockFarmData.ts,61,"Object literal may only specify known properties, and 'avgResponseTime' does not exist in type 'FarmMetrics'.",Yes
TS-1754430292163-g6fqyvjve,TypeScript Error,HIGH,COMPILATION,utils,src/utils/mockFarmData.ts,69,"Type 'string' is not assignable to type 'Date'.",Yes
TS-1754430292163-qix043url,TypeScript Error,HIGH,COMPILATION,utils,src/utils/mockFarmData.ts,70,"Type 'string' is not assignable to type 'Date'.",Yes
PERF-1754430295835-rz7w36bjn,Performance Issue,MEDIUM,PERFORMANCE,Bundle,,,"Bundle size too large: 2824.18KB",Yes
MEMORY-1754430295846-eyev0xipr,Potential Memory Leak,MEDIUM,MEMORY_LEAK,components/MultiClaude,/src/components/MultiClaude/AgentTerminalOutput.tsx,20,"useEffect with event listeners/timers missing cleanup function",Yes
MEMORY-1754430295853-mhd946yp0,Missing Event Listener Cleanup,MEDIUM,MEMORY_LEAK,,/src/index.tsx,45,"addEventListener without corresponding removeEventListener",Yes
MEMORY-1754430295853-3c5x0vfmg,Missing Event Listener Cleanup,MEDIUM,MEMORY_LEAK,,/src/index.tsx,115,"addEventListener without corresponding removeEventListener",Yes
MEMORY-1754430295853-jqo1t1v51,Missing Event Listener Cleanup,MEDIUM,MEMORY_LEAK,,/src/index.tsx,121,"addEventListener without corresponding removeEventListener",Yes
MEMORY-1754430295853-5fjwe5fd8,Missing Event Listener Cleanup,MEDIUM,MEMORY_LEAK,,/src/index.tsx,124,"addEventListener without corresponding removeEventListener",Yes
MEMORY-1754430295853-nrmqi51gp,Missing Event Listener Cleanup,MEDIUM,MEMORY_LEAK,,/src/index.tsx,162,"addEventListener without corresponding removeEventListener",Yes
MEMORY-1754430295853-91tdm7pvf,Missing Event Listener Cleanup,MEDIUM,MEMORY_LEAK,,/src/service-worker.ts,111,"addEventListener without corresponding removeEventListener",Yes
MEMORY-1754430295854-4q1gb5dmi,Missing Event Listener Cleanup,MEDIUM,MEMORY_LEAK,,/src/service-worker.ts,150,"addEventListener without corresponding removeEventListener",Yes
MEMORY-1754430295854-j9k3z5kiz,Missing Event Listener Cleanup,MEDIUM,MEMORY_LEAK,,/src/service-worker.ts,278,"addEventListener without corresponding removeEventListener",Yes
MEMORY-1754430295854-ghme33lli,Missing Event Listener Cleanup,MEDIUM,MEMORY_LEAK,,/src/service-worker.ts,438,"addEventListener without corresponding removeEventListener",Yes
MEMORY-1754430295855-sal7xx37p,Missing Event Listener Cleanup,MEDIUM,MEMORY_LEAK,services/encryption,/src/services/encryption/cryptoWorker.ts,20,"addEventListener without corresponding removeEventListener",Yes
MEMORY-1754430295855-3khqr0t0q,Missing Event Listener Cleanup,MEDIUM,MEMORY_LEAK,services/encryption,/src/services/encryption/cryptoWorker.ts,21,"addEventListener without corresponding removeEventListener",Yes
MEMORY-1754430295856-5ivmaroe0,Missing Event Listener Cleanup,MEDIUM,MEMORY_LEAK,services,/src/services/errorHandler.ts,37,"addEventListener without corresponding removeEventListener",Yes
MEMORY-1754430295856-a8h2i2lp0,Missing Event Listener Cleanup,MEDIUM,MEMORY_LEAK,services,/src/services/errorHandler.ts,58,"addEventListener without corresponding removeEventListener",Yes
MEMORY-1754430295856-joid87fyv,Missing Event Listener Cleanup,MEDIUM,MEMORY_LEAK,services,/src/services/goWildService.ts,19,"addEventListener without corresponding removeEventListener",Yes
MEMORY-1754430295856-3wlphqu5t,Missing Event Listener Cleanup,MEDIUM,MEMORY_LEAK,services,/src/services/highAvailability.ts,63,"addEventListener without corresponding removeEventListener",Yes
MEMORY-1754430295857-ux7rof6mq,Missing Event Listener Cleanup,MEDIUM,MEMORY_LEAK,services,/src/services/offline.ts,76,"addEventListener without corresponding removeEventListener",Yes
MEMORY-1754430295857-eif2rjbv4,Missing Event Listener Cleanup,MEDIUM,MEMORY_LEAK,services,/src/services/offline.ts,81,"addEventListener without corresponding removeEventListener",Yes
MEMORY-1754430295857-ljmddl6zt,Missing Event Listener Cleanup,MEDIUM,MEMORY_LEAK,services,/src/services/offlineService.ts,74,"addEventListener without corresponding removeEventListener",Yes
MEMORY-1754430295857-t1y9qhf34,Missing Event Listener Cleanup,MEDIUM,MEMORY_LEAK,services,/src/services/offlineService.ts,77,"addEventListener without corresponding removeEventListener",Yes
MEMORY-1754430295857-6khrl0pi2,Missing Event Listener Cleanup,MEDIUM,MEMORY_LEAK,services,/src/services/offlineService.ts,92,"addEventListener without corresponding removeEventListener",Yes
MEMORY-1754430295857-g6ubvei7o,Missing Event Listener Cleanup,MEDIUM,MEMORY_LEAK,services,/src/services/offlineService.ts,97,"addEventListener without corresponding removeEventListener",Yes
MEMORY-1754430295857-0om8urfwa,Missing Event Listener Cleanup,MEDIUM,MEMORY_LEAK,services,/src/services/offlineService.ts,102,"addEventListener without corresponding removeEventListener",Yes
MEMORY-1754430295857-6kp6gk5f6,Missing Event Listener Cleanup,MEDIUM,MEMORY_LEAK,services,/src/services/offlineSync.ts,318,"addEventListener without corresponding removeEventListener",Yes
MEMORY-1754430295857-w8wjad77t,Missing Event Listener Cleanup,MEDIUM,MEMORY_LEAK,services,/src/services/offlineSync.ts,323,"addEventListener without corresponding removeEventListener",Yes
MEMORY-1754430295857-czgs86hrq,Missing Event Listener Cleanup,MEDIUM,MEMORY_LEAK,services,/src/services/offlineSync.ts,345,"addEventListener without corresponding removeEventListener",Yes
MEMORY-1754430295859-4zs4pn5x6,Missing Event Listener Cleanup,MEDIUM,MEMORY_LEAK,services,/src/services/websocket.ts,86,"addEventListener without corresponding removeEventListener",Yes
MEMORY-1754430295862-bdl4caecg,Missing Event Listener Cleanup,MEDIUM,MEMORY_LEAK,workers,/src/workers/crypto.worker.ts,3,"addEventListener without corresponding removeEventListener",Yes
MEMORY-1754430295862-xpgbntsmh,Missing Event Listener Cleanup,MEDIUM,MEMORY_LEAK,workers,/src/workers/service-worker.ts,13,"addEventListener without corresponding removeEventListener",Yes
MEMORY-1754430295862-qi2e6sd03,Missing Event Listener Cleanup,MEDIUM,MEMORY_LEAK,workers,/src/workers/service-worker.ts,14,"addEventListener without corresponding removeEventListener",Yes
